Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
ERR6913105_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.00021410067013509753)	(10.0, 0.0008564026805403901)	(11.0, 0.001284604020810585)	(12.0, 0.0017128053610807803)	(13.0, 0.0029974093818913657)	(14.0, 0.005352516753377438)	(15.0, 0.010919134176889974)	(16.0, 0.016057550260132315)	(17.0, 0.025477979746076605)	(18.0, 0.04389063737769499)	(19.0, 0.06187509366904319)	(20.0, 0.08820947609566018)	(21.0, 0.11882587192497912)	(22.0, 0.1565075898687563)	(23.0, 0.22180829425996104)	(24.0, 0.30423705226197356)	(25.0, 0.37510437407669084)	(26.0, 0.47937140043248333)	(27.0, 0.6089023058642173)	(28.0, 0.7084591174770377)	(29.0, 0.8262144860513413)	(30.0, 0.9645235189586144)	(31.0, 1.1381591624381784)	(32.0, 1.3188601280322008)	(33.0, 1.4886419594493332)	(34.0, 1.6764082471578137)	(35.0, 1.8628899308454836)	(36.0, 2.026891044168968)	(37.0, 2.21637013723853)	(38.0, 2.3681675123643138)	(39.0, 2.456162887789839)	(40.0, 2.575845162395358)	(41.0, 2.701950457104931)	(42.0, 2.7505513092255978)	(43.0, 2.743057785770869)	(44.0, 2.7736741816001884)	(45.0, 2.8010790673774806)	(46.0, 2.8310531611963943)	(47.0, 2.800222664696941)	(48.0, 2.746269295822896)	(49.0, 2.7439141884514098)	(50.0, 2.712869591281821)	(51.0, 2.703020960455606)	(52.0, 2.7415590810799237)	(53.0, 2.7676793628364056)	(54.0, 2.781810007065322)	(55.0, 2.829982657845719)	(56.0, 2.807287986811399)	(57.0, 2.777313892992485)	(58.0, 2.825914745113152)	(59.0, 2.7833087117562676)	(60.0, 2.7103003832401997)	(61.0, 2.6415740681268334)	(62.0, 2.4583038944911895)	(63.0, 2.248271137088659)	(64.0, 2.0909071445393623)	(65.0, 1.867814246258591)	(66.0, 1.637870126533496)	(67.0, 1.48179073800501)	(68.0, 1.2828912154495042)	(69.0, 1.051662491703599)	(70.0, 0.8613269959534974)	(71.0, 0.709101419487443)	(72.0, 0.5720769906009806)	(73.0, 0.4519665146551909)	(74.0, 0.34149056886548057)	(75.0, 0.25221058941914487)	(76.0, 0.190977797760507)	(77.0, 0.1286745027511936)	(78.0, 0.0862825700644443)	(79.0, 0.06315969768985377)	(80.0, 0.037681717943777164)	(81.0, 0.02226646969405014)	(82.0, 0.01541524824972702)	(83.0, 0.008992228145674096)	(84.0, 0.005566617423512535)	(85.0, 0.004496114072837048)	(86.0, 0.0023551073714860728)	(87.0, 0.0006423020104052925)	(88.0, 0.00021410067013509753)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR6913105_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.00021412450911956283)	(10.0, 0.0008564980364782513)	(11.0, 0.001284747054717377)	(12.0, 0.0017129960729565027)	(13.0, 0.002569494109434754)	(14.0, 0.004924863709749945)	(15.0, 0.010920349965097706)	(16.0, 0.017558209747804154)	(17.0, 0.027622061676423608)	(18.0, 0.0408977812418365)	(19.0, 0.059740738044358026)	(20.0, 0.08650630168430339)	(21.0, 0.11626960845192262)	(22.0, 0.15052952991105267)	(23.0, 0.21583750519251935)	(24.0, 0.2961341961123554)	(25.0, 0.37878625663250665)	(26.0, 0.4781400288639838)	(27.0, 0.5742819334586676)	(28.0, 0.698474148748014)	(29.0, 0.8436505659310777)	(30.0, 0.9740523919848914)	(31.0, 1.1286502875692157)	(32.0, 1.3093713732661267)	(33.0, 1.490520707981277)	(34.0, 1.7070005867011548)	(35.0, 1.8875075478889465)	(36.0, 2.02797322587138)	(37.0, 2.2074095645135734)	(38.0, 2.344663374859213)	(39.0, 2.467570843093842)	(40.0, 2.6007562877662105)	(41.0, 2.6874767139596334)	(42.0, 2.7069620442895137)	(43.0, 2.7502151951316653)	(44.0, 2.796251964592371)	(45.0, 2.8138101743401753)	(46.0, 2.795395466555893)	(47.0, 2.7913271008826213)	(48.0, 2.7930400969555778)	(49.0, 2.768415778406828)	(50.0, 2.7448620824036762)	(51.0, 2.7112445344719047)	(52.0, 2.7305157402926654)	(53.0, 2.7431490863307197)	(54.0, 2.7911129763735016)	(55.0, 2.8553503291093705)	(56.0, 2.838006243870686)	(57.0, 2.8116689292489796)	(58.0, 2.814880796885773)	(59.0, 2.7510716931681434)	(60.0, 2.6819094767225247)	(61.0, 2.5943325524926233)	(62.0, 2.4067594825038863)	(63.0, 2.2382434938267903)	(64.0, 2.0819326021695095)	(65.0, 1.8885781704345443)	(66.0, 1.6609638172404488)	(67.0, 1.4543336659400707)	(68.0, 1.2920272880274424)	(69.0, 1.093319743564488)	(70.0, 0.8744844952442947)	(71.0, 0.6978317752206553)	(72.0, 0.5766373030589828)	(73.0, 0.45736995147938625)	(74.0, 0.3406720940092245)	(75.0, 0.25266692076108416)	(76.0, 0.18414707784282405)	(77.0, 0.12804645645349857)	(78.0, 0.08415093208398819)	(79.0, 0.05738536844404284)	(80.0, 0.039613034187119124)	(81.0, 0.027407937167304042)	(82.0, 0.017772334256923716)	(83.0, 0.009207353892141203)	(84.0, 0.005995486255347759)	(85.0, 0.003854241164152131)	(86.0, 0.0021412450911956283)	(87.0, 0.0008564980364782513)	(88.0, 0.00021412450911956283)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR6913106_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.00015161576925292846)	(10.0, 0.0002274236538793927)	(11.0, 0.00015161576925292846)	(12.0, 0.00037903942313232113)	(13.0, 0.0011371182693969634)	(14.0, 0.0021984286541674625)	(15.0, 0.003638778462070283)	(16.0, 0.005230744039226032)	(17.0, 0.007732404231899352)	(18.0, 0.013114764040378311)	(19.0, 0.021529439233915842)	(20.0, 0.03092961692759741)	(21.0, 0.04381695731409633)	(22.0, 0.06640770693278267)	(23.0, 0.095366318860092)	(24.0, 0.12879759598036272)	(25.0, 0.17814852887219093)	(26.0, 0.2415997283045415)	(27.0, 0.32476097773977275)	(28.0, 0.43316625275561665)	(29.0, 0.5484700452724687)	(30.0, 0.6909888683702214)	(31.0, 0.8735342545507473)	(32.0, 1.0801865480424888)	(33.0, 1.296769674420297)	(34.0, 1.5492857381110494)	(35.0, 1.8337169212295432)	(36.0, 2.1452115191596848)	(37.0, 2.459283585167126)	(38.0, 2.7465954679014257)	(39.0, 3.0489931196763913)	(40.0, 3.3454019485658666)	(41.0, 3.595719583602451)	(42.0, 3.8083606999796835)	(43.0, 3.970437957311064)	(44.0, 4.057086369439113)	(45.0, 4.064970389440266)	(46.0, 4.023124437126457)	(47.0, 3.9436777740379223)	(48.0, 3.8201109220967853)	(49.0, 3.664325719189401)	(50.0, 3.479885135893214)	(51.0, 3.2869540695188624)	(52.0, 3.1216928810331708)	(53.0, 2.978567594858406)	(54.0, 2.800267450216962)	(55.0, 2.6481210257716485)	(56.0, 2.5064360894047866)	(57.0, 2.344813679381165)	(58.0, 2.1902414026278043)	(59.0, 2.0255866772191244)	(60.0, 1.8651771933495258)	(61.0, 1.7244777594828082)	(62.0, 1.5583068763815986)	(63.0, 1.3855407073178867)	(64.0, 1.2498445938365157)	(65.0, 1.1181662982403473)	(66.0, 0.9820911453358441)	(67.0, 0.8490483078163994)	(68.0, 0.7446608506857582)	(69.0, 0.6381507727855759)	(70.0, 0.5280777243079497)	(71.0, 0.43870022833334854)	(72.0, 0.36418107774553415)	(73.0, 0.28132305984880873)	(74.0, 0.20506032791458573)	(75.0, 0.15510293194574581)	(76.0, 0.1121198613625406)	(77.0, 0.08134186020419612)	(78.0, 0.06026726827803906)	(79.0, 0.041845952313808256)	(80.0, 0.027366646350153588)	(81.0, 0.016526118848569204)	(82.0, 0.009930832886066814)	(83.0, 0.005230744039226032)	(84.0, 0.0034871626928173545)	(85.0, 0.0024258523080468554)	(86.0, 0.0012129261540234277)	(87.0, 0.000985502500144035)	(88.0, 0.001061310384770499)	(89.0, 0.0007580788462646423)	(90.0, 0.0002274236538793927)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR6913106_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.00015161829790266408)	(10.0, 0.00022742744685399612)	(11.0, 0.00015161829790266408)	(12.0, 0.00030323659580532816)	(13.0, 0.0010613280853186487)	(14.0, 0.002198465319588629)	(15.0, 0.0032597934049072783)	(16.0, 0.005079212979739247)	(17.0, 0.007959960639889865)	(18.0, 0.01410050170494776)	(19.0, 0.022136271493788957)	(20.0, 0.02895909489940884)	(21.0, 0.04381768809386992)	(22.0, 0.06633300533241554)	(23.0, 0.09377591725279774)	(24.0, 0.13281762896273375)	(25.0, 0.18209357578109958)	(26.0, 0.24933629090093107)	(27.0, 0.32514543985226313)	(28.0, 0.4240005700848001)	(29.0, 0.5516631769188433)	(30.0, 0.6847840424773823)	(31.0, 0.8677873280458979)	(32.0, 1.0876338600047608)	(33.0, 1.3263568700525055)	(34.0, 1.5712204211653078)	(35.0, 1.8170694912144778)	(36.0, 2.1274321470212314)	(37.0, 2.4648586690036103)	(38.0, 2.7579368388494596)	(39.0, 3.032441767202233)	(40.0, 3.315967984280215)	(41.0, 3.5835742800784174)	(42.0, 3.804178903526793)	(43.0, 3.9603457503665376)	(44.0, 4.059200880599074)	(45.0, 4.082019434433425)	(46.0, 4.0280433203800765)	(47.0, 3.9371481507874297)	(48.0, 3.8354880820436934)	(49.0, 3.6816713188214405)	(50.0, 3.459626321542989)	(51.0, 3.2770020817192305)	(52.0, 3.148050719353014)	(53.0, 2.9880934150657037)	(54.0, 2.8115339071580516)	(55.0, 2.642858550741338)	(56.0, 2.4800963079428278)	(57.0, 2.337499298765372)	(58.0, 2.175343529158473)	(59.0, 2.0215267659362204)	(60.0, 1.8938641591021772)	(61.0, 1.7429281435400752)	(62.0, 1.5769061073366577)	(63.0, 1.4070178045367228)	(64.0, 1.2389489213116196)	(65.0, 1.1028714989439785)	(66.0, 0.9723281444497849)	(67.0, 0.8422396448492989)	(68.0, 0.7396698663181467)	(69.0, 0.6322483022541092)	(70.0, 0.526267112020147)	(71.0, 0.43218795817154393)	(72.0, 0.3595627934761679)	(73.0, 0.28542144580176515)	(74.0, 0.2058218394028665)	(75.0, 0.15624265598869536)	(76.0, 0.11295563193748474)	(77.0, 0.07861408746253133)	(78.0, 0.060344082565260304)	(79.0, 0.0430595966043566)	(80.0, 0.02789776681409019)	(81.0, 0.016526394471390385)	(82.0, 0.00962776191681917)	(83.0, 0.005079212979739247)	(84.0, 0.0034872208517612736)	(85.0, 0.0025017019153939575)	(86.0, 0.0012129463832213127)	(87.0, 0.0008339006384646525)	(88.0, 0.0009855189363673165)	(89.0, 0.0007580914895133204)	(90.0, 0.00022742744685399612)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR6913144_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.00013140270637014039)	(9.0, 0.00026280541274028077)	(10.0, 0.0003504072169870411)	(11.0, 0.0004818099233571815)	(12.0, 0.0012264252594546437)	(13.0, 0.0028470586380197086)	(14.0, 0.005080904646312096)	(15.0, 0.007708958773714904)	(16.0, 0.012089048986052916)	(17.0, 0.017432759045105294)	(18.0, 0.02658714758889174)	(19.0, 0.041216648898100706)	(20.0, 0.05523293757758235)	(21.0, 0.07603836608618791)	(22.0, 0.11134189319763231)	(23.0, 0.15220813487874596)	(24.0, 0.2045940138183086)	(25.0, 0.2757704797688013)	(26.0, 0.35351708103780105)	(27.0, 0.45614259471288066)	(28.0, 0.5837784235004104)	(29.0, 0.7171083695639796)	(30.0, 0.8775072731397975)	(31.0, 1.0854301555194832)	(32.0, 1.3248896874280023)	(33.0, 1.5756498520843536)	(34.0, 1.8891767094835084)	(35.0, 2.2310427505564903)	(36.0, 2.5846474333985383)	(37.0, 2.9765341046964204)	(38.0, 3.389883218034759)	(39.0, 3.8405068990800935)	(40.0, 4.249651125814587)	(41.0, 4.594408026427713)	(42.0, 4.881610541650716)	(43.0, 5.059792611488626)	(44.0, 5.099958038735766)	(45.0, 5.007932343374544)	(46.0, 4.770619055670071)	(47.0, 4.428577810988595)	(48.0, 4.029157384525492)	(49.0, 3.5795411242289945)	(50.0, 3.1255447737201596)	(51.0, 2.6720302331346817)	(52.0, 2.2749312544841174)	(53.0, 1.9509797823795978)	(54.0, 1.666974733011601)	(55.0, 1.455854384776909)	(56.0, 1.3187137602286056)	(57.0, 1.2269070693780009)	(58.0, 1.1654544036988985)	(59.0, 1.1148205608442712)	(60.0, 1.0742171245758978)	(61.0, 1.0548133249352405)	(62.0, 1.0431622849704214)	(63.0, 1.0265617430656602)	(64.0, 0.9897251843798974)	(65.0, 0.9420698028696599)	(66.0, 0.8838584039476877)	(67.0, 0.8012061016408695)	(68.0, 0.7225396814272786)	(69.0, 0.6450120846688958)	(70.0, 0.5461972494785502)	(71.0, 0.4400676636336002)	(72.0, 0.35347328013567764)	(73.0, 0.2756390770624312)	(74.0, 0.20595184178413337)	(75.0, 0.15216433397662257)	(76.0, 0.10525356780248245)	(77.0, 0.07003764249528484)	(78.0, 0.04559673911043872)	(79.0, 0.02934660442266469)	(80.0, 0.018264976185449516)	(81.0, 0.01003040658625405)	(82.0, 0.005475112765422517)	(83.0, 0.003854479386857452)	(84.0, 0.0028032577358963287)	(85.0, 0.0014454297700715443)	(86.0, 0.0004380090212338013)	(87.0, 0.00026280541274028077)	(88.0, 0.0003066063148636609)	(89.0, 0.00026280541274028077)	(90.0, 8.760180424676027e-05)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR6913144_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.00013140374237858294)	(9.0, 0.00030660873221669357)	(10.0, 0.00039421122713574885)	(11.0, 0.00048181372205480407)	(12.0, 0.001138832433947719)	(13.0, 0.002628074847571659)	(14.0, 0.004599130983250403)	(15.0, 0.007665218305417338)	(16.0, 0.012001541803910576)	(17.0, 0.017608101478730116)	(18.0, 0.026236947228257063)	(19.0, 0.040384750157684494)	(20.0, 0.05501436680916673)	(21.0, 0.07735300301352582)	(22.0, 0.11261300721844558)	(23.0, 0.15260354614899432)	(24.0, 0.20717990048356574)	(25.0, 0.27734949891372906)	(26.0, 0.3628057327072675)	(27.0, 0.46446842806083116)	(28.0, 0.5808921438082556)	(29.0, 0.7176396383769009)	(30.0, 0.8837777699908893)	(31.0, 1.0859205270166095)	(32.0, 1.3102267152568505)	(33.0, 1.5713259513630946)	(34.0, 1.881132174644334)	(35.0, 2.2097291330857103)	(36.0, 2.5883909173733266)	(37.0, 2.998239189852127)	(38.0, 3.394552876865933)	(39.0, 3.818417548531782)	(40.0, 4.247494568645315)	(41.0, 4.611570537528909)	(42.0, 4.897198472212488)	(43.0, 5.083178568925643)	(44.0, 5.138543345714486)	(45.0, 5.045684701100287)	(46.0, 4.772496320695213)	(47.0, 4.411749246618544)	(48.0, 4.027130492676431)	(49.0, 3.586708949470881)	(50.0, 3.119875254047235)	(51.0, 2.6698174364005887)	(52.0, 2.266101338566122)	(53.0, 1.9299705655617072)	(54.0, 1.6693531431775175)	(55.0, 1.4634872801177379)	(56.0, 1.303875534375219)	(57.0, 1.2121995234424277)	(58.0, 1.1536372555890393)	(59.0, 1.1000245286985775)	(60.0, 1.0832048496741187)	(61.0, 1.0661223631649028)	(62.0, 1.0299425327633331)	(63.0, 1.0145244936575795)	(64.0, 0.9872801177377531)	(65.0, 0.9366020744270797)	(66.0, 0.8787406265330435)	(67.0, 0.8035776858924943)	(68.0, 0.724779241712804)	(69.0, 0.642520498983811)	(70.0, 0.5399817786810568)	(71.0, 0.4373554558833836)	(72.0, 0.35592893685612165)	(73.0, 0.27463382157123833)	(74.0, 0.20227416076809868)	(75.0, 0.15216553367439906)	(76.0, 0.10674364005886887)	(77.0, 0.07003819468778472)	(78.0, 0.04651692480201836)	(79.0, 0.03017905949961455)	(80.0, 0.01883453640759689)	(81.0, 0.009723876936015138)	(82.0, 0.004993342210386152)	(83.0, 0.0037669072815193776)	(84.0, 0.0029346835797883523)	(85.0, 0.0017082486509215785)	(86.0, 0.0006570187118929147)	(87.0, 0.00030660873221669357)	(88.0, 0.00030660873221669357)	(89.0, 0.0002628074847571659)	(90.0, 8.760249491905529e-05)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR6913201_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0017738254319264925)	(11.0, 0.0023651005759019903)	(12.0, 0.0017738254319264925)	(13.0, 0.0011825502879509952)	(14.0, 0.0005912751439754976)	(15.0, 0.0023651005759019903)	(16.0, 0.0059127514397549754)	(17.0, 0.008869127159632463)	(18.0, 0.020103354895166917)	(19.0, 0.02660738147889739)	(20.0, 0.030746307486725872)	(21.0, 0.044936910942137816)	(22.0, 0.06622281612525573)	(23.0, 0.08869127159632464)	(24.0, 0.10820335134751605)	(25.0, 0.12771543109870748)	(26.0, 0.14959261142580088)	(27.0, 0.19925972351974267)	(28.0, 0.2453791847498315)	(29.0, 0.30568924943533227)	(30.0, 0.37959864243226943)	(31.0, 0.5019925972351974)	(32.0, 0.6598630606766553)	(33.0, 0.7515107079928575)	(34.0, 0.9123375471541927)	(35.0, 1.1328831758570534)	(36.0, 1.3002140416021193)	(37.0, 1.4007308160779537)	(38.0, 1.512481818289323)	(39.0, 1.7874247602379292)	(40.0, 2.1073046131286732)	(41.0, 2.3095207123682937)	(42.0, 2.84048579165829)	(43.0, 3.4039710038669395)	(44.0, 3.7072951527263696)	(45.0, 3.763466291404042)	(46.0, 3.9928810472665353)	(47.0, 4.711280347196765)	(48.0, 5.271217908541561)	(49.0, 5.266487707389757)	(50.0, 4.876246112365928)	(51.0, 4.402043446897579)	(52.0, 4.039591783640599)	(53.0, 3.843288435840734)	(54.0, 3.5736669701879076)	(55.0, 3.3383394628856595)	(56.0, 3.0965079289996806)	(57.0, 2.7636200229414754)	(58.0, 2.4815817792651633)	(59.0, 2.232654943651479)	(60.0, 1.921644217920367)	(61.0, 1.762591204190958)	(62.0, 1.581661010134456)	(63.0, 1.3622979317195463)	(64.0, 1.2440429029244469)	(65.0, 1.1334744510010288)	(66.0, 1.1021368683703274)	(67.0, 1.0081241204782234)	(68.0, 0.8650355356361529)	(69.0, 0.7863959414874118)	(70.0, 0.6657758121164102)	(71.0, 0.5587550110568452)	(72.0, 0.5155919255466338)	(73.0, 0.42276172794248074)	(74.0, 0.32283622861062167)	(75.0, 0.27080401594077785)	(76.0, 0.1945295223679387)	(77.0, 0.13954093397821743)	(78.0, 0.11293355249932004)	(79.0, 0.08218724501259415)	(80.0, 0.059718789541525256)	(81.0, 0.03547650863852985)	(82.0, 0.017738254319264925)	(83.0, 0.015964428887338435)	(84.0, 0.013008053167460945)	(85.0, 0.004730201151803981)	(86.0, 0.0017738254319264925)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR6913201_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.001773489873372823)	(11.0, 0.0023646531644970973)	(12.0, 0.001773489873372823)	(13.0, 0.0011823265822485487)	(14.0, 0.0)	(15.0, 0.0011823265822485487)	(16.0, 0.008276286075739842)	(17.0, 0.012414429113609762)	(18.0, 0.016552572151479684)	(19.0, 0.024828858227219523)	(20.0, 0.029558164556213715)	(21.0, 0.03783445063195356)	(22.0, 0.05734283923905461)	(23.0, 0.07685122784615567)	(24.0, 0.10049775949112663)	(25.0, 0.12591778100947043)	(26.0, 0.14306151645207438)	(27.0, 0.19094574303314063)	(28.0, 0.25892952151243215)	(29.0, 0.3393277291053335)	(30.0, 0.42327291644498044)	(31.0, 0.5273176556828527)	(32.0, 0.6366828645408434)	(33.0, 0.7466392366899585)	(34.0, 0.9559110417479515)	(35.0, 1.161635867059199)	(36.0, 1.2916917911065395)	(37.0, 1.3850955911041747)	(38.0, 1.4146537556603884)	(39.0, 1.7179205240071413)	(40.0, 2.116364582224902)	(41.0, 2.3161777746249066)	(42.0, 2.818075408789416)	(43.0, 3.3790893720663524)	(44.0, 3.670532874590619)	(45.0, 3.7603896948415096)	(46.0, 4.0406010948344155)	(47.0, 4.728124002411946)	(48.0, 5.2808616796131425)	(49.0, 5.2625356175882905)	(50.0, 4.909611132787099)	(51.0, 4.417763274571702)	(52.0, 4.053606687239149)	(53.0, 3.8650255973705057)	(54.0, 3.6303337707941687)	(55.0, 3.3111055935870604)	(56.0, 3.014932784733799)	(57.0, 2.7341302214497687)	(58.0, 2.4616039442414785)	(59.0, 2.2074037290580404)	(60.0, 1.9212806961538917)	(61.0, 1.820782936662765)	(62.0, 1.6055994986935291)	(63.0, 1.357310916421334)	(64.0, 1.2485368708544675)	(65.0, 1.1539507442745836)	(66.0, 1.0652762506059423)	(67.0, 0.9913808392154081)	(68.0, 0.8808333037751687)	(69.0, 0.8110760354225043)	(70.0, 0.7105782759313778)	(71.0, 0.5722460658082975)	(72.0, 0.4883008784686506)	(73.0, 0.4019910379645065)	(74.0, 0.33105144302959366)	(75.0, 0.26661464429704773)	(76.0, 0.20808947847574458)	(77.0, 0.15606710885680844)	(78.0, 0.1129121886047364)	(79.0, 0.0738954113905343)	(80.0, 0.05616051265680607)	(81.0, 0.04138143037869921)	(82.0, 0.023055368353846698)	(83.0, 0.014187918986982583)	(84.0, 0.00945861265798839)	(85.0, 0.005911632911242744)	(86.0, 0.0023646531644970973)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR6913202_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 6.932687761448988e-05)	(8.0, 6.932687761448988e-05)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0002079806328434696)	(12.0, 0.0002773075104579595)	(13.0, 0.0002773075104579595)	(14.0, 0.000554615020915919)	(15.0, 0.0007625956537593886)	(16.0, 0.0007625956537593886)	(17.0, 0.0013865375522897974)	(18.0, 0.0037436513911824534)	(19.0, 0.0058234577196171495)	(20.0, 0.008180571558509805)	(21.0, 0.014558644299042873)	(22.0, 0.022461908347094717)	(23.0, 0.03327690125495514)	(24.0, 0.04915275622867332)	(25.0, 0.06468197681431906)	(26.0, 0.09151147845112663)	(27.0, 0.12853203109726422)	(28.0, 0.17165334897347692)	(29.0, 0.22669888979938188)	(30.0, 0.2978282662318485)	(31.0, 0.39017166721434904)	(32.0, 0.4834856444834524)	(33.0, 0.602311912714688)	(34.0, 0.749770181400708)	(35.0, 0.9104698837110955)	(36.0, 1.0977911070254471)	(37.0, 1.28698415603539)	(38.0, 1.48879469677117)	(39.0, 1.7192372379617342)	(40.0, 1.9768559151771787)	(41.0, 2.2594322683338395)	(42.0, 2.510118257787835)	(43.0, 2.7709259713735457)	(44.0, 3.29968206693926)	(45.0, 4.275596523118433)	(46.0, 4.845671437742384)	(47.0, 4.82861702584922)	(48.0, 4.636720228612312)	(49.0, 4.612594475202469)	(50.0, 4.89655736591142)	(51.0, 5.205269951928743)	(52.0, 5.707127218980036)	(53.0, 5.932855532492814)	(54.0, 5.784426687520192)	(55.0, 5.36194869533749)	(56.0, 4.621329661781895)	(57.0, 3.767569163959452)	(58.0, 2.9352306713198866)	(59.0, 2.3017909905562925)	(60.0, 1.7511969285420141)	(61.0, 1.2876774248115348)	(62.0, 1.0619491112987558)	(63.0, 0.8234646523049107)	(64.0, 0.5349261876734038)	(65.0, 0.38469484388280434)	(66.0, 0.3087125860173234)	(67.0, 0.2540136795794909)	(68.0, 0.24611041553143906)	(69.0, 0.2513792582301403)	(70.0, 0.20971380478383184)	(71.0, 0.16409671931349754)	(72.0, 0.11120031169364175)	(73.0, 0.06066101791267864)	(74.0, 0.04478516293896046)	(75.0, 0.036673918258065145)	(76.0, 0.028562673577169826)	(77.0, 0.020520755773889003)	(78.0, 0.013726721767668995)	(79.0, 0.009151147845112662)	(80.0, 0.006447399618147559)	(81.0, 0.004020958901640412)	(82.0, 0.002218460083663676)	(83.0, 0.0012478837970608177)	(84.0, 0.000554615020915919)	(85.0, 0.0002773075104579595)	(86.0, 6.932687761448988e-05)	(87.0, 6.932687761448988e-05)	(88.0, 6.932687761448988e-05)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
